voltage_V,current_A,temperature_C,soc_percent,soh_percent,internal_resistance_mOhm,charge_cycles,ambient_temp_C,fault
3.685,3.04,30.49,87.48,98.55,45.01,130,29.9,0
3.72,1.757,31.82,47.74,98.85,37.92,360,32.08,0
3.699,2.337,52.18,32.22,77.35,57.9,504,32.99,1
3.875,1.673,27.02,57.92,93.24,47.04,551,24.05,0
3.75,2.62,28.23,83.7,92.58,46.93,294,24.85,0
3.75,2.476,31.03,69.7,94.58,29.26,734,30.77,0
3.611,2.654,30.33,45.53,95.76,38.88,782,29.22,0
3.054,1.704,31.66,55.89,93.36,43.78,794,38.89,1
3.683,2.477,30.66,97.69,93.46,29.62,252,30.53,0
3.588,1.253,30.6,43.67,90.39,44.82,360,28.16,0
3.676,2.344,51.94,69.67,87.7,59.77,1098,30.12,1
3.446,1.933,31.58,49.01,71.65,83.56,587,35.71,1
3.376,1.477,42.39,33.39,86.95,108.23,968,27.6,1
3.72,2.427,32.7,60.78,91.17,33.49,66,29.41,0
3.777,2.135,34.83,46.57,92.31,38.42,691,27.21,0
2.819,2.353,26.62,40.56,83.92,45.3,665,30.08,1
3.742,1.957,32.39,62.46,95.54,38.08,708,32.55,0
3.679,1.888,30.19,88.59,97.2,33.71,711,23.99,0
3.573,2.271,28.83,43.2,91.91,30.88,737,28.81,0
3.285,2.07,34.06,58.81,88.05,92.71,970,25.83,1
3.743,1.981,28.52,67.45,97.55,38.61,212,28.14,0
3.011,2.105,30.24,58.95,83.5,44.34,987,29.07,1
3.634,0.752,32.39,43.21,96.48,40.94,613,29.83,0
3.793,2.027,29.3,47.12,94.54,37.29,787,28.37,0
3.598,1.935,33.98,76.13,93.17,44.29,144,27.28,0
3.541,1.934,56.04,33.9,76.35,55.26,728,32.82,1
2.83,2.913,32.22,13.13,94.6,49.59,839,29.52,1
3.714,0.848,26.4,44.41,92.96,40.2,612,27.01,0
3.887,2.413,34.56,89.81,96.81,44.17,621,22.47,0
3.643,1.668,29.1,74.57,91.48,51.48,468,27.93,0
3.529,2.644,50.58,72.49,86.87,55.25,616,30.03,1
3.646,2.153,28.55,64.47,94.27,39.86,455,21.47,0
3.733,1.981,27.31,67.21,95.67,37.18,297,24.46,0
3.584,2.896,55.3,56.05,77.95,63.8,751,30.62,1
3.491,2.34,41.41,30.6,89.44,97.53,729,22.98,1
3.538,1.289,23.03,55.16,95.86,35.7,66,33.35,0
2.96,3.426,34.87,42.7,81.22,50.31,1044,32.32,1
3.582,2.148,47.72,68.37,78.93,54.98,1160,32.89,1
3.407,1.706,49.99,30.66,87.78,53.7,874,32.93,1
3.587,2.462,31.6,58.7,92.69,37.98,757,26.89,0
3.583,1.673,33.39,43.44,95.32,44.4,285,34.99,0
3.682,1.748,32.76,47.99,94.13,34.31,124,29.3,0
3.679,1.334,33.31,18.8,88.7,89.59,1015,34.06,1
3.418,1.403,27.03,37.92,76.24,118.9,907,33.25,1
3.518,2.61,48.97,67.9,81.12,50.64,1002,36.41,1
3.67,1.14,29.2,55.51,98.91,39.65,786,24.27,0
3.834,1.55,33.34,87.03,91.46,40.94,364,24.98,0
3.704,1.857,30.04,58.55,91.69,41.89,592,22.52,0
3.731,2.831,27.72,63.0,95.18,48.64,398,29.1,0
3.695,2.439,30.58,72.17,91.98,39.0,661,29.25,0
3.498,2.067,46.08,49.37,76.38,37.53,418,26.55,1
3.504,0.728,49.24,67.64,88.9,47.94,1088,34.84,1
2.955,2.368,29.02,47.89,90.74,48.33,956,31.14,1
3.839,2.387,31.31,92.19,92.76,37.91,674,33.79,0
3.625,2.077,40.71,36.91,72.88,87.74,602,31.84,1
3.638,1.614,33.55,79.5,94.39,35.98,497,32.14,0
2.947,1.684,28.07,23.43,87.34,41.87,806,37.87,1
3.773,1.96,21.14,78.76,98.68,38.39,392,24.16,0
3.669,1.978,25.9,77.62,97.05,44.16,778,27.56,0
3.075,1.7,26.39,30.6,94.5,53.28,1172,28.99,1
3.751,1.693,26.11,67.24,97.17,40.36,695,29.07,0
3.734,2.164,23.57,91.31,98.97,42.5,526,31.29,0
3.79,2.34,25.8,46.26,95.46,41.4,605,29.04,0
2.909,2.05,24.27,57.64,90.44,47.57,413,25.37,1
3.472,1.596,29.61,73.15,95.11,40.05,55,32.3,0
3.545,2.652,29.88,81.86,94.3,42.03,794,28.21,0
3.071,2.328,33.06,51.78,86.14,44.18,884,30.24,1
3.008,2.989,32.56,33.52,85.18,52.1,897,37.62,1
3.403,3.264,49.5,36.85,89.22,54.07,883,31.61,1
3.676,1.765,60.88,31.73,80.2,69.03,1068,31.43,1
3.638,2.298,28.95,76.12,94.61,42.1,543,32.28,0
3.639,1.992,26.35,57.65,92.77,44.52,439,27.23,0
3.791,2.612,34.73,90.91,93.55,43.41,656,27.42,0
3.885,1.168,32.14,97.49,93.71,36.37,316,24.33,0
3.575,1.582,37.9,69.88,93.5,37.11,338,23.62,0
3.658,2.339,32.03,74.13,97.71,38.64,632,24.02,0
3.853,1.736,26.84,75.86,98.65,26.04,289,28.26,0
3.815,2.522,29.45,50.78,96.72,39.73,412,25.23,0
3.598,2.055,27.1,77.79,90.73,30.65,202,28.96,0
2.879,3.632,32.33,18.0,90.78,48.99,552,28.8,1
3.675,3.122,32.33,96.48,95.09,34.11,488,22.32,0
3.092,2.823,33.68,45.28,86.85,42.3,801,30.99,1
3.384,3.331,33.44,26.23,70.38,79.36,552,37.33,1
3.525,1.045,39.1,32.18,72.1,97.5,1465,32.53,1
3.653,2.928,48.38,62.07,75.56,62.3,519,32.39,1
3.6,1.854,27.33,49.56,94.43,33.5,217,29.73,0
3.8,2.072,34.48,48.5,99.86,37.47,589,22.02,0
3.678,1.868,29.31,73.52,99.54,41.22,90,28.36,0
3.485,2.147,52.64,37.79,84.35,53.95,471,32.02,1
3.688,2.239,32.65,63.82,94.88,40.81,118,28.57,0
3.65,2.168,47.63,42.61,85.98,49.92,692,37.82,1
2.861,2.094,34.67,12.4,84.07,45.6,1016,39.35,1
3.59,2.39,49.98,37.02,89.17,62.56,485,35.41,1
2.919,3.233,35.13,46.71,87.16,58.57,675,23.88,1
3.776,2.137,26.65,40.33,90.74,36.74,671,30.56,0
3.505,2.14,59.34,73.45,86.49,53.52,558,31.99,1
3.912,2.585,32.56,75.51,94.55,42.38,409,29.4,0
3.405,2.157,30.35,49.76,97.05,36.48,557,30.21,0
3.686,2.203,52.74,46.64,79.47,48.29,714,33.99,1
3.563,2.004,29.76,94.47,98.88,45.06,729,33.4,0
3.767,1.779,27.46,64.96,92.75,35.99,490,26.4,0
3.44,2.105,28.94,36.86,75.09,78.68,836,35.61,1
3.751,1.211,33.45,53.97,98.12,43.07,666,26.13,0
3.787,1.909,29.16,82.72,90.99,44.88,85,24.69,0
3.568,1.913,32.86,22.97,81.94,119.75,1391,39.39,1
3.786,1.598,29.16,41.35,94.91,42.69,289,26.45,0
3.582,1.649,27.67,52.99,90.19,35.96,595,30.62,0
3.415,2.601,35.25,61.62,78.09,92.72,1414,31.18,1
3.457,2.897,30.9,40.87,88.17,100.29,1341,24.94,1
3.761,2.061,59.96,43.18,84.75,46.61,788,29.53,1
3.39,2.135,63.64,46.67,84.17,50.79,1092,29.16,1
3.759,2.751,30.82,94.33,91.68,47.12,113,28.48,0
3.681,2.102,31.67,86.67,90.22,34.39,173,26.57,0
3.361,1.908,37.23,55.04,72.31,75.94,1248,28.15,1
2.985,3.062,35.65,29.79,86.76,42.39,921,33.93,1
3.623,2.11,29.61,67.22,98.5,38.14,337,28.83,0
3.89,1.833,27.33,46.85,91.61,34.03,347,29.73,0
3.539,2.488,57.3,38.48,86.76,48.36,1046,36.71,1
3.62,1.253,33.72,22.15,87.16,108.24,796,33.05,1
3.032,3.097,29.94,59.85,86.76,46.09,628,28.1,1
3.493,1.352,45.19,53.99,86.2,46.58,809,32.86,1
3.548,2.205,39.92,63.84,82.49,74.11,541,31.45,1
3.512,1.731,34.65,44.17,75.58,77.4,772,26.91,1
3.638,2.415,29.91,95.44,91.2,47.08,771,29.97,0
3.524,2.317,53.88,45.37,76.37,54.87,1057,39.43,1
3.779,2.108,27.09,64.32,98.3,42.13,183,27.51,0
3.836,2.432,28.33,83.29,96.94,40.61,472,26.78,0
3.667,2.239,47.93,27.59,76.42,51.58,1082,29.64,1
3.717,2.441,32.88,48.77,95.9,42.38,768,31.17,0
3.657,2.105,53.3,52.35,82.94,47.04,822,34.41,1
3.717,1.78,26.85,66.85,97.97,42.49,357,28.69,0
3.783,1.411,29.89,58.78,95.78,36.21,469,22.78,0
3.576,1.59,32.26,28.72,83.97,113.75,1415,28.82,1
3.02,2.51,36.98,31.22,85.71,56.06,884,28.98,1
2.92,2.921,26.52,36.02,81.99,48.54,334,24.13,1
3.836,2.089,27.81,41.69,96.11,44.97,678,27.69,0
3.564,1.974,38.2,52.74,72.17,95.49,1225,32.84,1
3.641,2.656,35.18,68.83,92.43,33.92,409,32.11,0
3.787,2.031,28.71,44.1,95.44,43.82,368,30.66,0
3.563,3.649,64.91,34.65,80.2,58.87,1091,28.95,1
3.603,2.436,33.34,84.9,90.31,39.59,202,36.05,0
3.87,2.389,27.4,77.63,92.95,39.07,627,29.63,0
3.694,2.715,33.81,46.05,97.41,39.73,319,24.59,0
3.715,1.964,32.56,37.63,75.78,92.0,1046,33.37,1
3.629,2.102,26.49,66.91,91.99,34.93,131,24.34,0
3.605,2.683,55.63,21.4,81.7,61.91,711,33.41,1
3.462,2.481,37.08,23.39,78.83,90.24,1439,26.75,1
3.625,2.619,52.0,66.73,89.36,47.57,999,31.56,1
3.363,1.45,33.75,38.96,82.89,99.89,1252,27.34,1
2.936,2.202,30.87,45.64,93.76,56.73,452,33.66,1
2.884,2.082,30.47,53.74,83.85,52.62,768,33.15,1
3.719,2.599,30.13,54.45,97.29,44.1,553,24.74,0
3.095,2.14,29.92,17.39,86.46,54.49,861,26.24,1
3.732,1.928,29.33,48.44,92.37,40.58,463,26.6,0
3.093,2.344,32.02,49.5,89.3,51.74,652,27.75,1
2.91,1.672,32.78,53.16,84.3,51.21,340,27.32,1
3.745,2.047,35.19,41.09,75.69,102.11,1036,35.55,1
3.489,2.063,30.42,16.86,77.93,107.92,537,25.97,1
3.804,1.794,29.46,58.83,94.65,36.68,308,25.27,0
3.437,1.907,35.38,28.44,72.13,96.47,589,34.01,1
3.587,1.642,24.24,48.55,94.65,41.78,693,25.5,0
3.633,2.225,57.58,72.0,79.93,64.09,623,32.26,1
3.639,2.024,32.29,92.01,95.18,41.65,85,23.1,0
2.976,2.824,29.67,25.07,88.74,55.65,947,28.86,1
3.443,1.959,42.45,35.53,82.21,73.94,1461,33.11,1
3.469,1.663,41.13,58.63,73.72,97.86,1409,27.88,1
3.681,1.534,35.98,65.77,97.03,37.14,617,26.88,0
3.454,2.992,35.27,50.61,89.44,106.8,1134,35.09,1
3.659,2.541,63.39,28.9,78.67,57.57,873,38.18,1
3.639,2.425,34.74,77.16,93.44,35.49,398,33.84,0
2.846,3.424,29.44,32.27,84.84,64.38,717,26.8,1
3.026,2.791,32.32,38.79,80.9,58.11,526,35.45,1
3.641,2.252,47.34,38.77,80.58,53.07,932,30.93,1
3.723,1.268,36.12,44.96,85.32,86.6,715,29.45,1
3.503,2.786,49.02,27.6,75.18,52.53,779,33.47,1
3.676,1.69,30.09,49.91,98.89,34.99,766,29.19,0
3.576,2.393,28.24,45.8,93.88,41.48,533,30.41,0
3.743,2.321,37.98,50.6,89.39,84.42,1216,29.39,1
2.924,3.201,34.56,22.63,93.75,48.3,530,34.03,1
3.564,2.198,30.4,40.36,95.63,36.68,580,24.87,0
3.547,1.266,32.84,81.16,90.94,40.22,215,27.5,0
3.766,1.754,26.69,85.47,97.12,24.37,344,20.75,0
3.762,1.31,30.23,46.34,95.78,39.25,713,26.27,0
3.029,2.478,28.15,17.9,93.83,49.76,523,25.9,1
3.468,1.775,31.61,45.92,79.64,76.41,1375,33.43,1
3.67,2.604,46.57,48.18,89.68,40.03,1020,35.6,1
3.778,3.018,45.51,30.47,76.0,53.65,1060,36.96,1
3.621,1.989,36.66,66.1,70.05,90.48,1203,35.03,1
3.415,2.197,25.12,66.99,83.29,74.22,1467,38.2,1
3.835,1.461,33.79,61.22,92.5,35.91,659,27.43,0
3.596,1.966,27.75,74.68,95.96,36.28,56,25.97,0
3.864,1.897,29.48,68.97,92.84,52.62,598,28.83,0
3.092,3.115,37.3,53.72,85.09,60.23,912,31.13,1
3.759,2.424,30.56,56.93,94.91,47.22,114,21.27,0
3.798,2.369,28.39,92.39,94.3,38.88,392,33.79,0
3.092,2.17,32.95,49.28,86.56,62.25,559,28.44,1
3.812,1.339,27.27,79.64,91.48,36.12,615,30.42,0
3.054,3.38,33.27,21.82,82.3,42.58,781,30.37,1
3.465,1.538,31.34,57.11,77.35,119.24,825,30.85,1
3.625,2.608,32.65,89.58,91.03,34.05,678,34.85,0
3.509,2.327,32.19,16.06,83.56,88.82,1263,33.73,1
3.565,1.529,27.52,65.62,99.29,47.09,172,26.76,0
3.587,2.9,26.47,25.94,71.74,77.49,667,26.17,1
3.677,1.81,30.89,71.11,94.47,39.41,711,28.99,0
3.617,2.546,31.42,48.36,99.12,42.62,656,30.23,0
3.459,2.37,47.36,47.04,82.36,54.12,629,28.43,1
3.529,2.378,29.97,46.69,82.09,106.04,505,26.87,1
3.407,1.191,32.66,48.97,78.11,78.68,648,29.92,1
3.062,2.754,31.48,34.96,84.94,46.11,662,34.4,1
3.667,1.526,29.95,89.91,94.2,49.71,245,31.06,0
3.673,1.325,28.82,67.39,93.31,37.05,376,30.82,0
3.786,1.718,31.53,71.91,91.12,45.42,792,21.8,0
2.824,3.546,33.92,19.28,82.58,49.5,715,25.28,1
3.516,2.595,28.15,43.32,80.08,83.77,1418,31.09,1
3.402,2.469,37.05,21.11,71.8,93.69,1470,25.2,1
3.706,2.391,27.94,44.45,98.2,41.91,348,26.32,0
3.564,2.401,54.46,32.71,78.64,58.2,883,39.97,1
3.855,1.422,29.5,66.05,90.86,42.97,778,31.81,0
3.75,2.296,28.71,91.54,98.72,41.28,515,31.46,0
3.493,1.757,34.64,67.48,80.7,76.21,927,31.75,1
3.419,2.633,28.37,53.06,80.02,74.74,1064,30.03,1
3.781,2.172,32.83,84.99,98.7,31.1,57,33.41,0
3.558,2.135,28.54,27.82,83.15,112.58,1418,30.74,1
3.496,1.541,44.01,52.41,77.3,76.71,709,33.56,1
3.463,1.456,32.47,90.0,94.66,38.18,389,26.13,0
3.565,1.312,27.17,94.87,90.47,51.16,247,27.57,0
3.601,1.978,49.12,27.82,85.18,63.65,500,30.31,1
3.794,2.461,33.67,50.71,93.94,34.09,570,26.58,0
3.528,2.379,32.77,81.37,90.5,35.1,236,25.8,0
3.577,3.144,49.25,60.45,86.62,59.04,837,33.19,1
3.751,2.54,62.36,71.05,80.61,51.99,1190,22.31,1
3.613,2.553,52.36,73.18,84.05,67.65,788,32.96,1
3.648,2.813,29.67,87.68,92.18,41.92,752,22.43,0
3.658,1.963,27.53,87.66,91.38,29.46,269,32.94,0
3.439,2.615,40.38,45.14,78.95,107.4,1154,30.35,1
3.72,2.039,28.2,97.04,98.38,34.15,619,27.69,0
3.062,2.294,40.34,54.48,80.74,54.72,691,34.79,1
2.916,1.744,39.26,25.21,86.87,44.72,456,33.16,1
3.647,2.217,26.84,53.99,92.31,32.69,137,29.97,0
2.901,3.229,34.91,14.32,81.47,48.73,576,27.04,1
3.764,2.785,29.19,63.37,97.66,36.25,293,26.77,0
3.799,2.285,31.64,55.35,93.65,35.44,535,30.95,0
2.829,2.867,32.39,13.16,89.5,49.17,725,26.58,1
3.779,2.426,48.1,50.7,87.68,48.31,826,35.68,1
3.702,2.051,49.59,27.37,75.3,60.52,976,39.2,1
2.898,3.064,34.21,42.02,80.26,54.25,701,29.63,1
3.643,1.932,63.96,40.17,84.01,53.82,761,32.02,1
3.479,2.97,33.98,48.28,84.31,105.8,1219,38.44,1
3.584,1.543,30.14,65.09,91.9,39.13,197,30.28,0
2.94,3.375,18.8,51.16,90.65,48.51,839,36.52,1
2.801,3.149,34.27,18.07,80.93,50.44,552,24.02,1
3.661,2.803,57.63,66.96,88.96,43.72,1178,38.86,1
3.741,1.7,29.24,67.44,93.28,42.19,374,30.83,0
3.654,2.075,25.37,47.04,98.65,37.75,236,27.51,0
3.078,1.737,30.97,42.36,89.5,55.78,1118,30.1,1
3.602,1.906,29.31,80.4,91.22,39.89,497,29.74,0
3.995,1.399,33.4,99.01,97.56,33.51,324,27.23,0
3.716,2.338,55.38,57.51,77.73,51.66,957,29.33,1
3.626,2.322,27.58,51.76,91.48,35.79,126,28.63,0
3.714,1.862,28.76,76.85,97.48,40.82,636,30.12,0
3.019,2.726,27.58,17.17,81.93,43.65,708,29.46,1
3.399,1.942,35.45,65.87,84.86,117.47,515,30.75,1
3.614,2.19,53.25,20.48,84.78,70.21,686,31.53,1
3.725,1.901,40.33,44.75,75.06,97.98,1132,26.45,1
3.637,1.808,25.81,77.99,95.33,36.84,294,26.75,0
3.556,2.524,46.81,64.34,89.67,56.07,619,27.6,1
3.597,3.041,64.22,73.87,75.01,52.65,669,30.21,1
3.491,1.948,31.13,65.69,87.99,97.27,515,29.51,1
3.808,2.037,52.35,34.37,83.94,64.14,1147,26.24,1
3.016,3.519,31.3,38.03,91.55,52.36,675,27.3,1
3.571,2.185,35.51,92.69,99.08,42.11,679,25.81,0
3.655,2.353,30.88,48.22,99.13,46.37,357,25.5,0
3.562,2.398,52.22,75.03,80.78,54.06,851,31.96,1
3.798,1.505,32.13,91.99,99.73,45.34,545,24.73,0
2.945,3.112,34.31,20.31,88.34,61.78,1073,32.1,1
3.607,2.674,52.35,56.4,89.29,56.14,1006,29.19,1
3.768,2.194,61.63,44.86,76.31,58.68,774,30.39,1
3.723,2.117,52.18,27.53,86.27,49.3,1028,25.82,1
3.664,2.752,60.35,46.08,79.61,45.01,1003,32.31,1
3.738,2.76,34.94,67.08,91.9,30.79,161,29.67,0
3.619,0.95,46.65,67.14,84.11,57.51,1096,30.54,1
2.899,1.599,36.06,27.2,87.19,53.03,549,26.5,1
3.617,0.784,29.66,59.0,98.43,40.08,691,28.42,0
3.55,2.518,27.22,61.43,92.5,29.66,581,25.89,0
3.559,1.72,25.44,91.86,97.7,41.75,137,33.0,0
3.885,3.294,30.58,47.11,92.47,50.7,333,22.93,0
3.567,1.34,52.84,31.74,88.31,41.65,1028,32.79,1
3.624,2.189,56.01,50.69,76.59,62.92,698,39.39,1
3.622,2.484,32.59,22.09,83.07,111.17,1039,29.08,1
3.701,1.477,26.12,47.31,98.19,37.7,742,28.71,0
3.541,2.914,28.78,92.84,98.57,34.22,111,29.09,0
2.911,2.195,27.62,21.4,93.72,43.58,875,32.95,1
3.483,2.15,37.07,87.16,98.48,47.1,639,30.11,0
3.667,1.583,33.19,53.54,92.78,36.77,51,23.13,0
3.489,2.888,56.84,42.39,80.93,49.59,997,28.4,1
3.446,2.563,61.76,73.03,77.39,47.6,1065,33.82,1
3.77,2.189,25.93,58.33,95.45,35.77,525,28.33,0
3.899,1.182,27.37,41.35,97.27,41.89,169,33.36,0
3.572,1.49,33.45,37.69,71.28,89.48,897,33.51,1
3.581,3.06,51.08,20.3,83.9,56.44,1062,26.03,1
3.723,1.326,37.21,64.27,95.75,44.69,164,31.11,0
3.462,1.261,53.72,53.81,86.3,41.85,459,37.04,1
3.606,1.88,33.9,53.42,71.02,110.44,603,29.59,1
3.745,2.737,25.56,48.91,97.39,38.88,312,30.38,0
3.737,2.381,31.77,54.67,99.47,36.3,164,31.19,0
3.668,1.794,33.36,74.29,93.48,41.58,219,33.06,0
2.983,3.177,39.18,17.3,92.24,44.83,908,28.23,1
3.483,2.469,40.75,45.56,89.41,73.62,1297,26.27,1
3.56,2.831,26.79,46.4,94.33,37.35,292,29.22,0
3.712,1.909,31.51,81.7,92.71,42.26,94,26.81,0
3.694,2.827,32.26,94.57,99.88,45.0,169,32.85,0
3.062,2.131,31.09,29.47,83.13,50.62,565,30.95,1
3.61,2.963,30.36,82.86,95.18,37.21,380,32.91,0
3.738,2.313,28.67,94.68,95.79,37.36,349,27.13,0
4.053,1.873,36.64,90.94,94.09,29.95,544,32.39,0
3.461,1.179,26.81,51.14,86.55,119.9,634,29.68,1
3.617,2.234,51.1,41.07,75.92,58.54,587,30.24,1
3.736,1.816,36.86,87.4,95.28,34.63,364,25.68,0
3.362,1.365,45.06,51.84,75.23,41.88,560,27.09,1
3.724,1.792,31.84,28.23,76.56,81.55,624,30.18,1
2.838,2.861,32.21,47.86,93.68,58.07,877,25.57,1
3.571,2.462,29.75,79.53,97.85,38.24,439,22.53,0
3.605,3.096,50.18,39.24,83.1,60.37,868,34.19,1
3.544,2.861,60.8,38.95,82.36,54.65,532,32.52,1
2.823,2.803,32.22,15.53,85.81,53.29,833,33.06,1
3.67,1.891,34.15,75.63,90.55,30.84,732,28.53,0
3.663,1.026,31.13,96.98,96.89,43.48,765,25.43,0
3.736,2.078,28.57,94.69,95.63,48.02,97,28.55,0
2.899,2.633,30.52,55.38,89.46,49.3,1046,32.45,1
3.684,1.287,31.67,95.69,99.15,36.83,72,28.96,0
3.64,2.717,35.02,85.96,97.54,35.11,555,25.95,0
3.945,2.042,33.54,91.46,90.05,38.9,635,32.65,0
2.93,1.882,33.56,57.65,82.03,48.9,1059,25.68,1
2.956,2.517,31.93,11.18,86.48,40.47,770,19.0,1
3.66,2.242,28.75,64.44,97.06,40.05,656,26.21,0
3.765,2.313,26.64,75.23,98.94,39.9,355,28.4,0
3.088,3.351,39.37,38.96,92.13,59.65,675,33.5,1
3.551,1.721,24.01,44.33,97.68,40.46,479,29.83,0
3.571,1.969,51.87,75.33,82.1,48.26,1098,31.02,1
2.985,2.828,28.59,58.28,93.62,48.73,1144,28.42,1
3.595,1.862,48.89,21.62,78.89,58.48,861,24.74,1
3.672,2.394,33.83,88.37,98.49,46.89,59,22.69,0
3.797,1.595,29.09,81.53,91.71,35.36,714,29.01,0
3.823,1.589,29.64,57.26,98.93,42.89,610,32.51,0
3.097,2.747,32.96,52.51,87.11,50.99,744,26.89,1
3.458,2.021,27.85,73.77,93.72,35.78,195,27.63,0
3.656,1.988,59.84,29.81,86.83,48.55,934,30.87,1
3.613,1.659,29.59,97.41,97.09,43.43,515,29.4,0
3.569,2.305,57.45,27.31,85.12,58.17,432,32.06,1
3.393,2.121,31.0,65.93,78.98,94.92,1495,26.68,1
3.751,1.487,27.57,49.34,97.5,43.65,561,28.26,0
3.555,2.458,34.8,85.07,95.66,33.91,130,25.95,0
3.644,2.689,29.82,53.7,93.17,30.76,430,30.66,0
3.593,1.351,58.4,68.37,89.62,57.18,504,30.7,1
3.389,1.455,26.19,38.51,72.37,94.16,806,34.05,1
3.522,1.937,31.23,89.53,94.55,35.82,377,32.33,0
3.53,2.315,37.86,44.02,72.95,78.83,661,35.69,1
3.577,1.609,63.54,38.81,80.13,48.23,684,35.15,1
3.005,2.935,36.06,42.34,91.31,51.03,789,28.13,1
3.505,1.628,39.19,32.31,79.11,90.38,1307,34.14,1
3.665,2.389,27.35,74.76,97.82,41.77,629,26.04,0
3.671,2.44,29.26,38.64,79.69,102.47,779,34.29,1
3.746,1.417,29.99,82.65,92.7,42.61,284,29.61,0
3.668,0.878,29.2,77.49,98.76,38.09,412,29.86,0
3.54,2.646,30.8,70.02,97.83,35.86,602,28.23,0
3.649,1.775,25.64,79.53,99.56,37.92,191,28.02,0
3.648,1.921,26.93,83.33,96.94,52.62,767,29.59,0
3.471,3.354,46.83,25.11,76.53,51.91,1134,31.1,1
3.68,1.324,27.29,53.33,98.35,42.52,188,26.34,0
3.744,3.2,26.1,94.64,92.17,36.33,166,23.37,0
3.739,1.949,32.64,60.34,98.78,44.85,202,29.41,0
3.839,2.252,29.11,75.92,92.75,45.29,593,24.77,0
3.767,1.573,30.59,82.3,96.98,41.67,272,23.31,0
3.765,2.078,40.32,26.38,76.59,79.07,954,40.68,1
3.322,1.806,31.76,46.43,81.83,81.17,742,33.19,1
3.513,3.774,49.55,33.47,76.14,47.54,724,27.92,1
3.52,2.85,50.21,24.91,78.26,60.06,1133,38.96,1
3.653,3.015,63.02,36.51,82.68,49.49,1024,30.77,1
3.714,2.559,37.26,88.53,90.59,31.88,86,33.31,0
3.76,2.197,32.52,63.46,95.86,38.8,179,30.07,0
3.897,2.877,26.82,59.41,93.34,34.3,285,25.53,0
3.602,2.165,30.15,78.42,94.95,42.24,366,30.61,0
3.91,1.965,33.83,62.82,97.68,49.16,91,30.35,0
3.427,1.724,29.2,81.02,97.58,41.36,513,27.98,0
3.036,1.884,33.15,30.98,80.27,50.42,515,23.97,1
3.606,1.958,53.86,44.94,77.61,59.89,931,22.47,1
3.702,2.034,30.34,64.53,99.47,39.79,772,30.45,0
2.84,3.6,35.19,22.88,89.41,43.17,929,29.32,1
2.96,1.848,30.67,56.17,92.91,47.87,303,32.84,1
2.986,2.479,30.8,30.77,89.35,54.2,337,37.34,1
3.013,1.836,30.62,59.82,86.42,61.2,663,25.08,1
3.669,2.041,54.79,26.43,83.1,57.1,1044,35.32,1
4.011,2.428,29.12,47.25,99.84,36.27,225,31.25,0
3.295,2.312,39.1,48.99,89.69,81.95,1480,27.98,1
2.806,3.404,24.97,53.48,82.79,47.11,1125,27.77,1
2.807,2.438,36.61,31.83,85.92,61.96,962,29.21,1
3.543,1.259,27.41,85.15,92.63,37.8,582,37.71,0
3.807,1.023,27.11,78.25,92.16,47.26,488,29.49,0
2.923,2.722,32.62,51.22,93.88,47.74,1017,35.12,1
3.519,3.74,52.77,68.1,83.72,51.57,529,43.56,1
3.447,2.896,38.2,32.91,83.78,93.45,1038,29.66,1
3.637,2.032,26.25,71.37,99.91,39.88,695,28.82,0
3.715,1.342,33.72,58.19,96.45,36.59,374,25.01,0
3.547,2.592,26.39,81.37,93.96,48.64,252,27.34,0
3.674,1.499,31.39,51.71,95.99,42.93,462,22.68,0
3.614,1.951,25.4,16.5,75.59,85.79,713,41.57,1
3.488,1.598,26.86,77.99,92.38,39.95,99,31.04,0
2.939,3.02,34.15,13.0,84.76,55.24,1170,28.43,1
3.764,1.559,49.03,61.24,75.57,39.81,1140,35.92,1
3.581,3.305,59.25,53.95,78.43,60.03,883,25.84,1
3.763,2.487,33.83,99.59,91.39,49.44,206,30.65,0
3.382,2.044,27.57,92.01,94.79,36.85,265,33.91,0
3.724,2.039,22.84,99.4,93.99,44.42,247,29.67,0
3.659,2.215,34.52,78.05,97.73,41.96,404,30.75,0
3.596,1.868,50.0,56.09,78.95,44.57,845,28.89,1
2.806,3.358,38.0,29.34,80.18,42.35,543,25.81,1
2.93,2.147,29.11,30.37,93.46,43.42,362,23.78,1
3.551,2.002,33.38,60.83,70.96,98.0,685,32.52,1
3.494,2.081,53.12,75.38,88.34,55.3,1190,25.86,1
3.673,2.687,52.2,58.75,78.79,39.2,884,29.48,1
3.011,2.027,35.26,14.54,80.99,52.68,896,33.36,1
3.305,2.604,30.75,50.47,82.04,89.33,1375,34.66,1
3.806,1.95,30.92,80.42,91.41,34.94,234,29.36,0
3.878,2.145,30.26,57.82,99.56,44.68,599,25.63,0
3.718,0.779,24.33,91.05,99.45,32.08,364,31.68,0
3.736,2.108,30.12,81.24,92.27,42.04,243,27.4,0
3.481,1.707,39.54,66.47,85.32,81.52,811,33.82,1
2.951,1.763,32.83,23.04,83.43,53.48,619,39.04,1
3.687,1.357,34.62,69.68,94.38,35.55,445,33.26,0
3.715,1.713,26.53,43.46,93.93,36.72,142,21.36,0
3.847,1.569,27.96,69.73,90.88,42.5,716,24.8,0
2.942,1.066,34.85,35.16,88.74,46.32,888,27.72,1
3.679,2.635,29.48,78.65,91.99,39.43,234,31.51,0
